mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__C,param_classifier__class_weight,param_classifier__penalty,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1797393957773845,0.2413187929025887,0.0852983792622884,0.01618960315115573,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,sqrt,2.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 200}",0.642570281124498,0.6526104417670683,0.6472945891783567,0.6474917706899744,0.004101249146585078,53
2.159569342931112,0.233603330993044,0.13762450218200684,0.02055770048778523,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,sqrt,2.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 400}",0.6445783132530121,0.6546184738955824,0.6452905811623246,0.6481624561036398,0.004574345540881188,52
0.9944588343302408,0.05624999849296502,0.07552067438761394,0.007068614535770322,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,sqrt,4.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 200}",0.7048192771084337,0.7329317269076305,0.7154308617234469,0.717727288579837,0.011591164470065191,35
2.1289045810699463,0.46924774231444,0.12318936983744304,0.008558839614618282,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,sqrt,4.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 400}",0.7068273092369478,0.7269076305220884,0.7154308617234469,0.716388600494161,0.008225682277408736,38
1.089213530222575,0.060811914953778926,0.08969410260518391,0.005615761210038969,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,1.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 200}",0.5321285140562249,0.5863453815261044,0.5450901803607214,0.5545213586476835,0.023116769129385557,59
2.475066900253296,0.557427550760983,0.1511413256327311,0.011805809793054912,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,1.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 400}",0.5341365461847389,0.5843373493975904,0.5430861723446894,0.553853355975673,0.021862896168491335,60
1.2994765440622966,0.25142288932543455,0.1315000851949056,0.04023109477029828,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,2.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 200}",0.642570281124498,0.6706827309236948,0.6492985971943888,0.6541838697475272,0.011985459923505252,49
2.1684088706970215,0.40516301379016706,0.13379510243733725,0.011140018390713564,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,2.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 400}",0.6445783132530121,0.6646586345381527,0.6513026052104208,0.6535131843338619,0.008345450687824376,50
0.9015176296234131,0.047126033601623867,0.06724103291829427,0.0009034374370393796,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,4.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 200}",0.7168674698795181,0.7269076305220884,0.7134268537074149,0.7190673180363406,0.005719110351360943,34
2.0903403759002686,0.35389738982009106,0.13395158449808756,0.019821115043900557,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,14,log2,4.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': 14, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 400}",0.7068273092369478,0.7369477911646586,0.7154308617234469,0.7197353207083511,0.01266773153209707,33
1.3314603964487712,0.20183906510334057,0.10059769948323567,0.02427000991321425,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,1.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 200}",0.44377510040160645,0.4839357429718876,0.43887775551102204,0.4555295329615053,0.020185482772028474,64
2.711140235265096,0.21447516653492021,0.1795023282368978,0.030784164844377588,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,1.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 400}",0.4457831325301205,0.5,0.44889779559118237,0.46489364270710093,0.02485648839878635,62
